Manufacturer Part Number,Supplier Part Number,Description,Package,Resistance,Tolerance,Voltage Rating,Power,Link
FRC1206J120 TS,C2907428,12Ω ±5% 250mW 1206 Thick Film Resistor,1206,12Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907428.html
FRC1206J162 TS,C2907416,1.6kΩ ±5% 250mW 1206 Thick Film Resistor,1206,1.6kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907416.html
FRL1206JR680TS,C2907402,680mΩ ±5% 250mW 1206 Thick Film Resistor,1206,680mΩ,±5%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907402.html
FRL1206JR510TS,C2907399,510mΩ ±5% 250mW 1206 Thick Film Resistor,1206,510mΩ,±5%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907399.html
FRC0805J6R8 TS,C2907339,6.8Ω ±5% 125mW 0805 Thick Film Resistor,0805,6.8Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907339.html
FRC0805J305 TS,C2907325,3MΩ ±5% 125mW 0805 Thick Film Resistor,0805,3MΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907325.html
FRC0805J274 TS,C2907312,270kΩ ±5% 125mW 0805 Thick Film Resistor,0805,270kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907312.html
FRC0805J100 TS,C2907296,10Ω ±5% 125mW 0805 Thick Film Resistor,0805,10Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907296.html
FRC0805F47R0TS,C2907268,47Ω ±1% 125mW 0805 Thick Film Resistor,0805,47Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907268.html
FRC0805F10R0TS,C2907220,10Ω ±1% 125mW 0805 Thick Film Resistor,0805,10Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907220.html
FRC0603J910 TS,C2907214,91Ω ±5% 100mW 0603 Thick Film Resistor,0603,91Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907214.html
FRC0603J912 TS,C2907210,9.1kΩ ±5% 100mW 0603 Thick Film Resistor,0603,9.1kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907210.html
FRC0603J680 TS,C2907197,68Ω ±5% 100mW 0603 Thick Film Resistor,0603,68Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907197.html
FRC0603J475 TS,C2907167,4.7MΩ ±5% 100mW 0603 Thick Film Resistor,0603,4.7MΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907167.html
FRC0603J363 TS,C2907156,36kΩ ±5% 100mW 0603 Thick Film Resistor,0603,36kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907156.html
FRC0603J273 TS,C2907135,27kΩ ±5% 100mW 0603 Thick Film Resistor,0603,27kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907135.html
FRC0603J512 TS,C2907114,5.1kΩ ±5% 100mW 0603 Thick Film Resistor,0603,5.1kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907114.html
FRC0603J153 TS,C2907104,15kΩ ±5% 100mW 0603 Thick Film Resistor,0603,15kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907104.html
FRC0603J182 TS,C2907086,1.8kΩ ±5% 100mW 0603 Thick Film Resistor,0603,1.8kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907086.html
FRC0603F4300TS,C2907037,430Ω ±1% 100mW 0603 Thick Film Resistor,0603,430Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907037.html
FRC0603F27R0TS,C2907021,27Ω ±1% 100mW 0603 Thick Film Resistor,0603,27Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907021.html
FRC0402J823 TS,C2906969,82kΩ ±5% 62.5mW 0402 Thick Film Resistor,0402,82kΩ,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906969.html
FRC0402J510 TS,C2906953,51Ω ±5% 62.5mW 0402 Thick Film Resistor,0402,51Ω,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906953.html
FRC0402J332 TS,C2906923,3.3kΩ ±5% 62.5mW 0402 Thick Film Resistor,0402,3.3kΩ,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906923.html
FRC0402J203 TS,C2906909,20kΩ ±5% 62.5mW 0402 Thick Film Resistor,0402,20kΩ,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906909.html
FRC0402J123 TS,C2906889,12kΩ ±5% 62.5mW 0402 Thick Film Resistor,0402,12kΩ,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906889.html
FRC0402J101 TS,C2906884,100Ω ±5% 62.5mW 0402 Thick Film Resistor,0402,100Ω,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906884.html
FRQ1206F2R15TS,C53064406,1206 Chip Resistor - Surface Mount RoHS,1206,,,,,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C53064406.html
FRC1210F3400TS,C52033561,500mW 340Ω 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,340Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033561.html
FRC1210F2431TS,C52033560,2.43kΩ 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,2.43kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033560.html
FRP0805J202 TS,C52033553,2kΩ 250mW 150V Thick Film Resistor ±5% 0805 Chip Resistor - Surface Mount RoHS,0805,2kΩ,±5%,150V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033553.html
FRQ0402F1004TS,C52033550,1MΩ 62.5mW 50V Thick Film Resistor ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,1MΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033550.html
FRC1210F28R0TS,C52033531,28Ω 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,28Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033531.html
FRC1210F2702TS,C52033530,27kΩ 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,27kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033530.html
FRC0402F88R7TS,C52033521,88.7Ω 62.5mW 50V Thick Film Resistor ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,88.7Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033521.html
FRC0805F1130TS,C52033520,113Ω 125mW 150V Thick Film Resistor ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,113Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033520.html
FRR0603F7501TS,C52033514,7.5kΩ 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,7.5kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033514.html
FRR0603F5103TS,C52033510,100mW 510kΩ 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,510kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033510.html
FRR0603F1501TS,C52033509,100mW 1.5kΩ 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,1.5kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033509.html
FRR0603F1502TS,C52033507,15kΩ 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,15kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033507.html
FRC0402F2104TS,C51048320,2.1MΩ 62.5mW 50V Thick Film Resistor ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,2.1MΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048320.html
FRC0402F7870TS,C51048317,62.5mW 787Ω 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,787Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048317.html
FRC1210F3920TS,C51048290,392Ω 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,392Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048290.html
FRC0402F19R6TS,C51048289,62.5mW 19.6Ω 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,19.6Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048289.html
FRC1210F27R4TS,C51048282,27.4Ω 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,27.4Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048282.html
FRC2010F9311TS,C51048279,9.31kΩ 750mW 200V Thick Film Resistor ±1% 2010 Chip Resistor - Surface Mount RoHS,2010,9.31kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048279.html
FRC1206F4640TS,C51048273,464Ω 250mW 200V Thick Film Resistor ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,464Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048273.html
FRC0402F2674TS,C51048266,2.67MΩ 62.5mW 50V Thick Film Resistor ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,2.67MΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048266.html
FRC0805F2324TS,C51048262,125mW 2.32MΩ 150V Thick Film Resistor ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,2.32MΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048262.html
FRC0402F1960TS,C51048257,62.5mW 196Ω 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,196Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048257.html
FRC0805F6983TS,C51048256,125mW 698kΩ 150V Thick Film Resistor ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,698kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048256.html
FRC0805F2373TS,C51048252,125mW 237kΩ 150V Thick Film Resistor ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,237kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048252.html
FRQ1206F7R50TS,C51048248,250mW 7.5Ω 200V Thick Film Resistor ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,7.5Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048248.html
FRM252WFR033TM,C51048244,33mΩ 2W Alloy Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,33mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048244.html
FRQ0603F1801TS,C51048243,100mW 1.8kΩ 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,1.8kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048243.html
FRQ0603F5601TS,C51048242,100mW 5.6kΩ 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,5.6kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048242.html
FRQ0402F2003TS,C51048240,200kΩ 62.5mW 50V Thick Film Resistor ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,200kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048240.html
FRC0402F97R6TS,C51048236,62.5mW 97.6Ω 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,97.6Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048236.html
FRR0603F1000TS,C51048231,100mW 100Ω 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,100Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048231.html
FRC1210F5231TS,C51048229,5.23kΩ 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,5.23kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048229.html
FRC1210F1601TS,C51048228,1.6kΩ 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,1.6kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048228.html
FRC1210F2402TS,C51048223,24kΩ 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,24kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048223.html
FRR0603F2203TS,C51048222,100mW 220kΩ 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,220kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048222.html
FRC0603F2050TS,C51048214,205Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,205Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048214.html
FRQ0603F6812TS,C51048213,68.1kΩ 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,68.1kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048213.html
FRH0603B1003TS,C51048211,100mW 100kΩ 75V Thick Film Resistor ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0603,100kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048211.html
FRC1210F1650TS,C51048206,165Ω 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,165Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048206.html
FRR0805F1003TS,C51048204,125mW 100kΩ 150V Thick Film Resistor ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,100kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048204.html
FRR0603F4701TS,C51048199,4.7kΩ 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,4.7kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048199.html
FRC1210F14R0TS,C51048193,14Ω 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,14Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048193.html
FRC1210F5360TS,C51048191,536Ω 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,536Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048191.html
FRC1210F4321TS,C51048137,4.32kΩ 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,4.32kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048137.html
FRC1210F1211TS,C51048136,1.21kΩ 500mW 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,1.21kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048136.html
FRC1210F3011TS,C51048135,500mW 3.01kΩ 200V Thick Film Resistor ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,3.01kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048135.html
FRQ0603F1182TS,C51048120,11.8kΩ 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,11.8kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048120.html
FRC1206F5493TS,C51048117,250mW 549kΩ 200V Thick Film Resistor ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,549kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048117.html
FRR0603J433 TS,C51048112,100mW 43kΩ 75V Thick Film Resistor ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,43kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048112.html
FRR0603J302 TS,C51048111,100mW 3kΩ 75V Thick Film Resistor ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,3kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048111.html
FRR0603J562 TS,C51048110,100mW 5.6kΩ 75V Thick Film Resistor ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,5.6kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048110.html
FRQ0603F1301TS,C49196899,100mW 1.3kΩ 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,1.3kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196899.html
FRQ0603F47R0TS,C49196887,100mW 47Ω 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,47Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196887.html
FRQ0402F2002TS,C49196870,62.5mW 20kΩ 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0402,20kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196870.html
FRR1206J103 TS,C49196844,10kΩ 250mW 200V Thick Film Resistor ±100ppm/℃ ±5% 1206 Chip Resistor - Surface Mount RoHS,1206,10kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196844.html
FRR1206F4701TS,C49196839,250mW 4.7kΩ 200V Thick Film Resistor ±100ppm/℃ ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,4.7kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196839.html
FRR0805J512 TS,C49196832,125mW 5.1kΩ 150V Thick Film Resistor ±100ppm/℃ ±5% 0805 Chip Resistor - Surface Mount RoHS,0805,5.1kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196832.html
FRR0805J112 TS,C49196828,125mW 1.1kΩ 150V Thick Film Resistor ±100ppm/℃ ±5% 0805 Chip Resistor - Surface Mount RoHS,0805,1.1kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196828.html
FRR0805F1001TS,C49196821,125mW 1kΩ 150V Thick Film Resistor ±100ppm/℃ ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,1kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196821.html
FRR0603J823 TS,C49196819,100mW 82kΩ 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,82kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196819.html
FRR0603J752 TS,C49196818,7.5kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,7.5kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196818.html
FRR0603J471 TS,C49196807,100mW 470Ω 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,470Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196807.html
FRR0603J392 TS,C49196805,100mW 3.9kΩ 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,3.9kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196805.html
FRR0603J332 TS,C49196804,3.3kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,3.3kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196804.html
FRR0603J330 TS,C49196803,33Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,33Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196803.html
FRR0603J333 TS,C49196802,33kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,33kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196802.html
FRR0603J222 TS,C49196799,2.2kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,2.2kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196799.html
FRR0603J220 TS,C49196797,22Ω 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,22Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196797.html
FRR0603J203 TS,C49196796,20kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,20kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196796.html
FRR0603J154 TS,C49196791,150kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,150kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196791.html
FRR0603J100 TS,C49196790,10Ω 100mW 75V Thick Film Resistor ±5% ±200ppm/℃ 0603 Chip Resistor - Surface Mount RoHS,0603,10Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196790.html
FRR0603F7502TS,C49196784,75kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,75kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196784.html
FRR0603F4871TS,C49196777,4.87kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,4.87kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196777.html
FRR0603J473 TS,C49196776,47kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,47kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196776.html
FRR0603F3922TS,C49196772,39.2kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,39.2kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196772.html
FRR0603F2801TS,C49196769,2.8kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,2.8kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196769.html
FRR0603F2431TS,C49196766,100mW 2.43kΩ 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,2.43kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196766.html
FRR0603F2003TS,C49196764,100mW 200kΩ 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,200kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196764.html
FRR0603F1021TS,C49196758,1.2kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,1.2kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196758.html
FRR0603F1582TS,C49196757,15.8kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,15.8kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196757.html
FRR0603F1022TS,C49196756,10.2kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,10.2kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196756.html
FRQ1206J272 TS,C49196754,250mW 2.7kΩ 200V Thick Film Resistor ±100ppm/℃ ±5% 1206 Chip Resistor - Surface Mount RoHS,1206,2.7kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196754.html
FRQ1206F2204TS,C49196700,250mW 2.2MΩ 200V Thick Film Resistor ±100ppm/℃ ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,2.2MΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196700.html
FRQ0805J753 TS,C49196699,125mW 75kΩ 150V Thick Film Resistor ±100ppm/℃ ±5% 0805 Chip Resistor - Surface Mount RoHS,0805,75kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196699.html
FRH0603B1622TS,C49196679,100mW 16.2kΩ 75V Thick Film Resistor ±100ppm/℃ ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0603,16.2kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196679.html
FRH0603B1332TS,C49196671,100mW 13.3kΩ 75V Thick Film Resistor ±100ppm/℃ ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0603,13.3kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196671.html
FRQ1206F68R0TS,C49010138,250mW 68Ω 200V Thick Film Resistor ±100ppm/℃ ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,68Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49010138.html
FRQ0805F6191TS,C49010137,125mW 6.19kΩ 150V Thick Film Resistor ±100ppm/℃ ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,6.19kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49010137.html
