Manufacturer Part Number,Supplier Part Number,Description,Package,Resistance,Tolerance,Voltage Rating,Power,Link
FRC0603F1002TS,C2906982,10kΩ ±1% 100mW 0603 Thick Film Resistor,0603,10kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906982.html
FRC0603J103 TS,C2930027,10kΩ ±5% 100mW 0603 Thick Film Resistor,0603,10kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930027.html
FRC0603F0000TS,C2906974,100mW 0Ω 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,0Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906974.html
FRC0603F1001TS,C2907002,1kΩ ±1% 100mW 0603 Thick Film Resistor,0603,1kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907002.html
FRC0603F5101TS,C2907044,5.1kΩ ±1% 100mW 0603 Thick Film Resistor,0603,5.1kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907044.html
FRC0603F1003TS,C2906980,100kΩ ±1% 100mW 0603 Thick Film Resistor,0603,100kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906980.html
FRC0603F33R0TS,C2909394,33Ω ±1% 100mW 0603 Thick Film Resistor,0603,33Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909394.html
FRC0805F4701TS,C2907264,4.7kΩ ±1% 125mW 0805 Thick Film Resistor,0805,4.7kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907264.html
FRC0805F1001TS,C2907232,1kΩ ±1% 125mW 0805 Thick Film Resistor,0805,1kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907232.html
FRC0805F1002TS,C2907219,10kΩ ±1% 125mW 0805 Thick Film Resistor,0805,10kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907219.html
FRC0603F4702TS,C2907042,47kΩ ±1% 100mW 0603 Thick Film Resistor,0603,47kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907042.html
FRC0603F3301TS,C2907023,3.3kΩ ±1% 100mW 0603 Thick Film Resistor,0603,3.3kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907023.html
FRC0603F1000TS,C2906981,100Ω ±1% 100mW 0603 Thick Film Resistor,0603,100Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906981.html
FRC2512P000 TS,C2907567,1W 0Ω 200V Thick Film Resistor ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,0Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907567.html
FRC1206F4701TS,C2907387,4.7kΩ ±1% 250mW 1206 Thick Film Resistor,1206,4.7kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907387.html
FRC0805P000 TS,C2907288,125mW 0Ω 150V Thick Film Resistor ±5% 0805 Chip Resistor - Surface Mount RoHS,0805,0Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907288.html
FRC0805F3301TS,C2907249,3.3kΩ ±1% 125mW 0805 Thick Film Resistor,0805,3.3kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907249.html
FRC0603F3302TS,C2907028,33kΩ ±1% 100mW 0603 Thick Film Resistor,0603,33kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907028.html
FRC0603F2201TS,C2907005,2.2kΩ ±1% 100mW 0603 Thick Film Resistor,0603,2.2kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907005.html
FRC0603F1502TS,C2906995,15kΩ ±1% 100mW 0603 Thick Film Resistor,0603,15kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906995.html
FRH0603B1002TS,C5126214,10kΩ ±0.1% 100mW 0603 Thick Film Resistor,0603,10kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126214.html
FRC0805F4702TS,C2930202,47kΩ ±1% 125mW 0805 Thick Film Resistor,0805,47kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930202.html
FRC0603F22R0TS,C2930077,22Ω ±1% 100mW 0603 Thick Film Resistor,0603,22Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930077.html
FRC0603F1501TS,C2930050,1.5kΩ ±1% 100mW 0603 Thick Film Resistor,0603,1.5kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930050.html
FRC1206F1001TS,C2907372,1kΩ ±1% 250mW 1206 Thick Film Resistor,1206,1kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907372.html
FRC1206F1002TS,C2907370,10kΩ ±1% 250mW 1206 Thick Film Resistor,1206,10kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907370.html
FRC0805F2001TS,C2907248,2kΩ ±1% 125mW 0805 Thick Film Resistor,0805,2kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907248.html
FRC0805F2002TS,C2907240,20kΩ ±1% 125mW 0805 Thick Film Resistor,0805,20kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907240.html
FRC0805F2201TS,C2907234,2.2kΩ ±1% 125mW 0805 Thick Film Resistor,0805,2.2kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907234.html
FRC0805F1000TS,C2907218,100Ω ±1% 125mW 0805 Thick Film Resistor,0805,100Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907218.html
FRC0805F1003TS,C2907217,100kΩ ±1% 125mW 0805 Thick Film Resistor,0805,100kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907217.html
FRC0603J472 TS,C2907166,4.7kΩ ±5% 100mW 0603 Thick Film Resistor,0603,4.7kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907166.html
FRC0603P000 TS,C2907080,100mW 0Ω 75V Thick Film Resistor ±5% 0603 Chip Resistor - Surface Mount RoHS,0603,0Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907080.html
FRC0603F6800TS,C2907062,680Ω ±1% 100mW 0603 Thick Film Resistor,0603,680Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907062.html
FRC0603F4700TS,C2907041,470Ω ±1% 100mW 0603 Thick Film Resistor,0603,470Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907041.html
FRC0603F3001TS,C2907033,3kΩ ±1% 100mW 0603 Thick Film Resistor,0603,3kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907033.html
FRC0603F2001TS,C2907022,2kΩ ±1% 100mW 0603 Thick Film Resistor,0603,2kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907022.html
FRC0603F2202TS,C2907015,22kΩ ±1% 100mW 0603 Thick Film Resistor,0603,22kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907015.html
FRC0603F1004TS,C2907003,1MΩ ±1% 100mW 0603 Thick Film Resistor,0603,1MΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907003.html
FRC0603F10R0TS,C2906983,10Ω ±1% 100mW 0603 Thick Film Resistor,0603,10Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906983.html
FRC0402J104 TS,C2906883,100kΩ ±5% 62.5mW 0402 Thick Film Resistor,0402,100kΩ,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906883.html
FRC0402F4701TS,C2906869,4.7kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,4.7kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906869.html
FRC0402F1002TS,C2906861,10kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,10kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906861.html
FRC0402F1000TS,C2906860,100Ω ±1% 62.5mW 0402 Thick Film Resistor,0402,100Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906860.html
FRH0603B1001TS,C49196685,100mW 1kΩ 75V Thick Film Resistor ±100ppm/℃ ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0603,1kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196685.html
FRM252WFR100TN,C7420048,2W 100mΩ Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,100mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7420048.html
FRP2512J100 TS,C3013385,2W 10Ω 200V Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,10Ω,±5%,200V,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013385.html
FRC2010J221 TS,C2974104,220Ω ±5% 750mW 2010 Thick Film Resistor,2010,220Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974104.html
FRC2010F1001TS,C2974087,1kΩ ±1% 750mW 2010 Thick Film Resistor,2010,1kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974087.html
FRC0805F1004TS,C2933280,1MΩ ±1% 125mW 0805 Thick Film Resistor,0805,1MΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933280.html
FRC0603F3300TS,C2933198,330Ω ±1% 100mW 0603 Thick Film Resistor,0603,330Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933198.html
FRC0805J512TS,C2930296,5.1kΩ ±5% 125mW 0805 Thick Film Resistor,0805,5.1kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930296.html
FRC0603F49R9TS,C2930110,49.9Ω ±1% 100mW 0603 Thick Film Resistor,0603,49.9Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930110.html
FRC0603F4992TS,C2930109,49.9kΩ ±1% 100mW 0603 Thick Film Resistor,0603,49.9kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930109.html
FRC0603F3003TS,C2930091,300kΩ ±1% 100mW 0603 Thick Film Resistor,0603,300kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930091.html
FRC0603F1402TS,C2930066,14kΩ ±1% 100mW 0603 Thick Film Resistor,0603,14kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930066.html
FRC0402F2202TS,C2909337,22kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,22kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909337.html
FRC0402F1502TS,C2909322,15kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,15kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909322.html
FRC1206F33R0TS,C2907384,33Ω ±1% 250mW 1206 Thick Film Resistor,1206,33Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907384.html
FRC1206F1003TS,C2907368,100kΩ ±1% 250mW 1206 Thick Film Resistor,1206,100kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907368.html
FRC1206F0000TS,C2907363,250mW 0Ω 200V Thick Film Resistor ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,0Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907363.html
FRC0805J472 TS,C2907326,4.7kΩ ±5% 125mW 0805 Thick Film Resistor,0805,4.7kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907326.html
FRC0805J104 TS,C2907293,100kΩ ±5% 125mW 0805 Thick Film Resistor,0805,100kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907293.html
FRC0805F5100TS,C2907273,510Ω ±1% 125mW 0805 Thick Film Resistor,0805,510Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907273.html
FRC0805F3001TS,C2907263,3kΩ ±1% 125mW 0805 Thick Film Resistor,0805,3kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907263.html
FRC0805F1200TS,C2907224,120Ω ±1% 125mW 0805 Thick Film Resistor,0805,120Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907224.html
FRC0805F0000TS,C2907215,125mW 0Ω 150V Thick Film Resistor ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,0Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907215.html
FRC0603J471 TS,C2907172,470Ω ±5% 100mW 0603 Thick Film Resistor,0603,470Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907172.html
FRC0603J220 TS,C2907129,22Ω ±5% 100mW 0603 Thick Film Resistor,0603,22Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907129.html
FRC0603J222 TS,C2907117,2.2kΩ ±5% 100mW 0603 Thick Film Resistor,0603,2.2kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907117.html
FRC0603J105 TS,C2907115,1MΩ ±5% 100mW 0603 Thick Film Resistor,0603,1MΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907115.html
FRC0603J121 TS,C2907096,120Ω ±5% 100mW 0603 Thick Film Resistor,0603,120Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907096.html
FRC0603F75R0TS,C2907068,75Ω ±1% 100mW 0603 Thick Film Resistor,0603,75Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907068.html
FRC0603F6801TS,C2907055,6.8kΩ ±1% 100mW 0603 Thick Film Resistor,0603,6.8kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907055.html
FRC0603F5602TS,C2907053,56kΩ ±1% 100mW 0603 Thick Film Resistor,0603,56kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907053.html
FRC0603F5601TS,C2907046,5.6kΩ ±1% 100mW 0603 Thick Film Resistor,0603,5.6kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907046.html
FRC0603F4703TS,C2907040,470kΩ ±1% 100mW 0603 Thick Film Resistor,0603,470kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907040.html
FRC0603F3002TS,C2907025,30kΩ ±1% 100mW 0603 Thick Film Resistor,0603,30kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907025.html
FRC0603F2200TS,C2907014,220Ω ±1% 100mW 0603 Thick Film Resistor,0603,220Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907014.html
FRC0603F2003TS,C2907009,200kΩ ±1% 100mW 0603 Thick Film Resistor,0603,200kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907009.html
FRC0603F2701TS,C2907008,2.7kΩ ±1% 100mW 0603 Thick Film Resistor,0603,2.7kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907008.html
FRC0603F1802TS,C2907001,18kΩ ±1% 100mW 0603 Thick Film Resistor,0603,18kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907001.html
FRC0603F1503TS,C2906993,150kΩ ±1% 100mW 0603 Thick Film Resistor,0603,150kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906993.html
FRC0603F1202TS,C2906989,12kΩ ±1% 100mW 0603 Thick Film Resistor,0603,12kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906989.html
FRC0603F1200TS,C2906988,120Ω ±1% 100mW 0603 Thick Film Resistor,0603,120Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906988.html
FRC0603F1103TS,C2906984,110kΩ ±1% 100mW 0603 Thick Film Resistor,0603,110kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906984.html
FRC0402P000 TS,C2906877,62.5mW 0Ω 50V Thick Film Resistor ±5% 0402 Chip Resistor - Surface Mount RoHS,0402,0Ω,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906877.html
FRC0402F5101TS,C2906874,5.1kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,5.1kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906874.html
FRC0402F2002TS,C2906867,20kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,20kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906867.html
FRM252WFR002TN,C7467245,2W 2mΩ Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,2mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467245.html
FPM253WFR005TM,C7420019,5mΩ 3W Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,5mΩ,±1%,,3W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7420019.html
FRM252WFR050TN,C7420008,50mΩ 2W Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,50mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7420008.html
FRM252WFR004TN,C7420003,2W 4mΩ Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,4mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7420003.html
FRP1206F20R0TS,C5713418,20Ω ±1% 500mW 1206 Thick Film Resistor,1206,20Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713418.html
FRH0805B1002TS,C5159707,10kΩ ±0.1% 125mW 0805 Thick Film Resistor,0805,10kΩ,±0.1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159707.html
FRC1210J331TS,C5154013,330Ω ±5% 500mW 1210 Thick Film Resistor,1210,330Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5154013.html
FRP2512F1000TS,C5126189,2W 100Ω 200V Thick Film Resistor ±200ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,100Ω,±1%,200V,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126189.html
FRP2512J470 TS,C3013388,2W 47Ω 200V Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,47Ω,±5%,200V,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013388.html
FRG0603F2005TS,C3013334,20MΩ ±1% 100mW 0603 Thick Film Resistor,0603,20MΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013334.html
FRC2512J1R0TS,C3000711,1W 1Ω 200V Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,1Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000711.html
FRC2010F4701TS,C2999598,4.7kΩ ±1% 750mW 2010 Thick Film Resistor,2010,4.7kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999598.html
FRC1210F10R0TS,C2974060,10Ω ±1% 500mW 1210 Thick Film Resistor,1210,10Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974060.html
FRC0402F1332TS,C2974007,13.3kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,13.3kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974007.html
FRC2512J361 TS,C2960920,1W 360Ω 200V Thick Film Resistor ±100ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,360Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2960920.html
FRC2512F1001TS,C2960683,1kΩ ±1% 1W 2512 Thick Film Resistor,2512,1kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2960683.html
FRL1206FR500TS,C2934295,500mΩ ±1% 250mW 1206 Thick Film Resistor,1206,500mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934295.html
FRL1206FR270TS,C2934293,270mΩ ±1% 250mW 1206 Thick Film Resistor,1206,270mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934293.html
FRL0805FR300TS,C2934264,300mΩ ±1% 125mW 0805 Thick Film Resistor,0805,300mΩ,±1%,300V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934264.html
FRC2010F4700TS,C2933989,470Ω ±1% 750mW 2010 Thick Film Resistor,2010,470Ω,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933989.html
FRC1210J101 TS,C2933827,100Ω ±5% 500mW 1210 Thick Film Resistor,1210,100Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933827.html
FRC1206F2204TS,C2933644,2.2MΩ ±1% 250mW 1206 Thick Film Resistor,1206,2.2MΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933644.html
FRC1206F1200TS,C2933584,120Ω ±1% 250mW 1206 Thick Film Resistor,1206,120Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933584.html
FRC0603F1332TS,C2933140,13.3kΩ ±1% 100mW 0603 Thick Film Resistor,0603,13.3kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933140.html
FRC0402F49R9TS,C2933103,49.9Ω ±1% 62.5mW 0402 Thick Film Resistor,0402,49.9Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933103.html
FRC0805F2322TS,C2930419,23.2kΩ ±1% 125mW 0805 Thick Film Resistor,0805,23.2kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930419.html
FRC1206F2000TS,C2930418,200Ω ±1% 250mW 1206 Thick Film Resistor,1206,200Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930418.html
FRC0805F3300TS,C2930157,330Ω ±1% 125mW 0805 Thick Film Resistor,0805,330Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930157.html
FRC0603F5362TS,C2930115,53.6kΩ ±1% 100mW 0603 Thick Film Resistor,0603,53.6kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930115.html
FRC0603F3161TS,C2930087,3.16kΩ ±1% 100mW 0603 Thick Film Resistor,0603,3.16kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930087.html
FRC0603F2702TS,C2930084,27kΩ ±1% 100mW 0603 Thick Film Resistor,0603,27kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930084.html
FRC0603F2402TS,C2930081,24kΩ ±1% 100mW 0603 Thick Film Resistor,0603,24kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930081.html
FRC0603F2492TS,C2930080,24.9kΩ ±1% 100mW 0603 Thick Film Resistor,0603,24.9kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930080.html
FRL0603JR500TS,C2930046,500mΩ ±5% 100mW 0603 Thick Film Resistor,0603,500mΩ,±5%,100V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930046.html
FRC0402F3002TS,C2909347,30kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,30kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909347.html
FRC0402F1004TS,C2909328,1MΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,1MΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909328.html
FRC0402F1202TS,C2909316,12kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,12kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909316.html
FRC0402F1103TS,C2909311,110kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,110kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909311.html
FRC1812P000 TS,C2907555,750mW 0Ω 200V Thick Film Resistor ±5% 1812 Chip Resistor - Surface Mount RoHS,1812,0Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907555.html
FRC1210J100 TS,C2907544,10Ω ±5% 500mW 1210 Thick Film Resistor,1210,10Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907544.html
FRC1206J474 TS,C2907505,470kΩ ±5% 250mW 1206 Thick Film Resistor,1206,470kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907505.html
FRC1206J102 TS,C2907440,1kΩ ±5% 250mW 1206 Thick Film Resistor,1206,1kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907440.html
FRC1206F1004TS,C2907373,1MΩ ±1% 250mW 1206 Thick Film Resistor,1206,1MΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907373.html
FRC1206F1000TS,C2907369,100Ω ±1% 250mW 1206 Thick Film Resistor,1206,100Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907369.html
FRL1206FR400TS,C2907356,400mΩ ±1% 250mW 1206 Thick Film Resistor,1206,400mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907356.html
FRC0805F5101TS,C2907269,5.1kΩ ±1% 125mW 0805 Thick Film Resistor,0805,5.1kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907269.html
FRC0603J202 TS,C2907137,2kΩ ±5% 100mW 0603 Thick Film Resistor,0603,2kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907137.html
